# unitaries  layers  dm_max_err  fidelity   R1,2,3   docc
# python ../avqite/run.py -c 0.01 -t 0.01 -n 4 -v 1e-5
4       1       0.4999999999        0.0033069652    0.0001886   -0.452807   -0.01307    0.07480
7       2       0.49999999          0.0270153896    -0.000356   0.8546632   0.02467     0.01994
12      3       0.1193916026        0.4737697204    0.3660931   0.75687675  0.24477094  0.15242
20      6       0.0809791288        0.9472907047    0.3395922   0.36617078  0.43341991  0.01791
31      10      0.0434036646        0.9846873270    0.62718371  0.63567258  0.39730759  0.02384
41      14      0.0132452039        0.9969827231    0.63482751  0.64057914  0.37747644  0.04181
50      18      0.0060735293        0.9984438066    0.64847895  0.65082466  0.36896696  0.04487
59      21      0.0013809910        0.9999693873    0.64584727  0.64743775  0.36377574  0.04595
